순위,광역시/도,시/군/구,관광지명,도로명주소,중분류 카테고리,소분류 카테고리,검색건수
217,인천광역시,중구,인천종합어시장,인천 중구 연안부두로33번길 37-0,쇼핑,시장,105975
218,경기도,안산시 상록구,안산버스터미널,경기 안산시 상록구 항가울로 410-0,기타관광,교통시설,105317
219,경기도,김포시,대명포구,경기 김포시,자연관광,자연경관(하천/해양),104650
220,제주특별자치도,서귀포시,오설록티뮤지엄,제주 서귀포시 신화역사로 15-0,문화관광,전시시설,104440
221,강원특별자치도,평창군,대관령양떼목장,강원 평창군 대관령마루길 483-32,기타관광,기타관광,104215
222,광주광역시,서구,신세계백화점광주점,광주 서구 무진대로 932-0,쇼핑,백화점,103998
223,충청남도,서산시,해미읍성,충남 서산시 남문2로 143-0,역사관광,역사유적지,103775
224,서울특별시,종로구,광장시장,서울 종로구 창경궁로 88-0,쇼핑,시장,103712
225,경기도,고양시 일산동구,뉴코아아울렛일산점,경기 고양시 일산동구 중앙로 1206-0,쇼핑,대형마트,103026
226,경기도,화성시,제부도,경기 화성시,자연관광,자연경관(하천/해양),102993
227,충청남도,태안군,꽃지해수욕장,충남 태안군 꽃지해안로 400-0,자연관광,자연경관(하천/해양),102294
228,대구광역시,북구,EXCO서관,대구 북구 엑스코로 10-0,문화관광,전시시설,102158
229,경기도,수원시 영통구,앨리웨이광교,경기 수원시 영통구 광교호수공원로 80-0,쇼핑,쇼핑몰,101781
230,강원특별자치도,강릉시,강릉역,강원 강릉시 용지로 176-0,기타관광,교통시설,101724
231,인천광역시,서구,모다아울렛인천점,인천 서구 북항로32번안길 50-0,쇼핑,쇼핑몰,101490
232,경기도,용인시 처인구,레이크사이드CC,경기 용인시 처인구 능원로 181-0,레저스포츠,육상레저스포츠,100885
233,부산광역시,기장군,기장시장,부산 기장군 읍내로104번길 16-0,쇼핑,시장,100441
234,인천광역시,강화군,강화풍물시장,인천 강화군 중앙로 17-9,쇼핑,시장,100425
235,충청남도,당진시,당진버스터미널,충남 당진시 밤절로 149-0,기타관광,교통시설,100100
236,경기도,안성시,농협경제지주안성팜랜드,경기 안성시 대신두길 28-0,문화관광,테마공원,100069
237,서울특별시,용산구,HDC아이파크몰,서울 용산구 한강대로23길 55-0,쇼핑,백화점,99382
238,서울특별시,중구,신세계백화점본점,서울 중구 소공로 63-0,쇼핑,백화점,99233
239,광주광역시,광산구,광주송정역,광주 광산구 상무대로 201-0,기타관광,교통시설,98801
240,경기도,화성시,리베라CC,경기 화성시 중리길 183-0,레저스포츠,육상레저스포츠,97840
241,서울특별시,서초구,뉴코아아울렛강남점,서울 서초구 잠원로 69-0,쇼핑,대형마트,97715
242,인천광역시,강화군,보문사,인천 강화군 삼산남로828번길 44-0,역사관광,종교성지,97664
243,전라남도,순천시,순천역,전남 순천시 팔마로 135-0,기타관광,교통시설,97366
244,충청남도,공주시,동학사,충남 공주시 동학사1로 462-0,역사관광,종교성지,97094
245,경기도,수원시 팔달구,뉴코아아울렛동수원점,경기 수원시 팔달구 인계로 154-0,쇼핑,대형마트,97015
246,경기도,과천시,국립과천과학관,경기 과천시 상하벌로 110-0,문화관광,전시시설,96978
247,경상북도,영덕군,강구항,경북 영덕군,자연관광,자연경관(하천/해양),96397
248,경기도,가평군,남이섬선착장,경기 가평군 북한강변로 1024-0,기타관광,교통시설,95412
249,강원특별자치도,속초시,동명항,강원 속초시 동명항길 50-0,자연관광,자연경관(하천/해양),95294
250,경기도,남양주시,퇴계원역,경기 남양주시 경춘북로 545-0,기타관광,교통시설,95282
251,충청남도,부여군,롯데아울렛부여점,충남 부여군 백제문로 387-0,쇼핑,쇼핑몰,95250
252,경상북도,포항시 북구,포항역,경북 포항시 북구 포항역로 1-0,기타관광,교통시설,95002
253,충청남도,아산시,퍼스트빌리지,충남 아산시 해위안길 127-0,쇼핑,쇼핑몰,94834
254,세종특별자치시,세종특별자치시,세종호수공원,세종시,문화관광,도시공원,94614
255,서울특별시,마포구,하늘공원,서울 마포구 하늘공원로 95-0,문화관광,도시공원,94562
256,경기도,성남시 분당구,롯데백화점분당점,경기 성남시 분당구 황새울로200번길 45-0,쇼핑,백화점,94297
257,경기도,수원시 영통구,아브뉴프랑광교,경기 수원시 영통구 센트럴타운로 85-0,쇼핑,쇼핑몰,93566
258,서울특별시,송파구,현대시티몰가든파이브점,서울 송파구 충민로 66-0,쇼핑,쇼핑몰,93462
259,경기도,파주시,문산역,경기 파주시 문산역로 94-0,기타관광,교통시설,93242
260,제주특별자치도,서귀포시,섭지코지,제주 서귀포시 섭지코지로 107-0,기타관광,기타관광,92456
261,서울특별시,중구,밀리오레동대문점,서울 중구 장충단로 263-0,쇼핑,쇼핑몰,92335
262,강원특별자치도,강릉시,강릉중앙시장,강원 강릉시 금성로 21-0,쇼핑,시장,92050
263,강원특별자치도,강릉시,정동진,강원 강릉시 정동역길 17-0,문화관광,복합관광시설,91642
264,인천광역시,중구,클럽72CC바다코스,인천 중구 공항동로 392-0,레저스포츠,육상레저스포츠,91100
265,경기도,과천시,렛츠런파크서울,경기 과천시 경마공원대로 107-0,레저스포츠,육상레저스포츠,91019
266,충청남도,천안시 서북구,갤러리아백화점센터시티점,충남 천안시 서북구 공원로 227-0,쇼핑,백화점,90829
